	CRC_Effect	CRC_Pvalue	CRC_SE	T2D_Effect	T2D_Pvalue	T2D_SE	UC_Effect	UC_Pvalue	UC_SE	ACVD_Effect	ACVD_Pvalue	ACVD_SE	asthma_Effect	asthma_Pvalue	asthma_SE	migraine_Effect	migraine_Pvalue	migraine_SE	RE_Effect	RE_Pvalue	RE_stdErr	RE_conf_int	RE_Var	Zscore	Tau2_DL	Tau2_PM	RE_Qvalue	I2	CRC_Qvalue	CRC_SE_RE	T2D_Qvalue	T2D_SE_RE	UC_Qvalue	UC_SE_RE	ACVD_Qvalue	ACVD_SE_RE	asthma_Qvalue	asthma_SE_RE	migraine_Qvalue	migraine_SE_RE	CD_Effect	CD_Pvalue	CD_SE	schizofrenia_Effect	schizofrenia_Pvalue	schizofrenia_SE	BD_Effect	BD_Pvalue	BD_SE	ME/CFS_Effect	ME/CFS_Pvalue	ME/CFS_SE	CD_Qvalue	CD_SE_RE	schizofrenia_Qvalue	schizofrenia_SE_RE	BD_Qvalue	BD_SE_RE	ME/CFS_Qvalue	ME/CFS_SE_RE	cirrhosis_Effect	cirrhosis_Pvalue	cirrhosis_SE	STH_Effect	STH_Pvalue	STH_SE	cirrhosis_Qvalue	cirrhosis_SE_RE	STH_Qvalue	STH_SE_RE
s__Cloacibacillus_evryensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035411410670276734	0.7582054292504818	0.11490724987385938	-0.15137258104873702	0.4976161164897613	0.14234082828178246	-0.10856074550381946	0.5038533723823253	0.13373166910494644	0.06213232612137285	0.6926782867637269	0.15720825722950174	-0.24599585804845056;0.3702605102911963	0.024714436141137188	0.39522304499991034	0.045278577510213296	0.07654288300892398	0.7655917906335928	0.6887016855461763	NA	NA	NA	NA	NA	NA	0.8330059648716056	0.11490724987385938	0.8041099120254059	0.14234082828178246	0.8332213347652572	0.13373166910494644	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5753816323207191	0.0053928344422426245	0.206189700746016	NA	NA	NA	NA	NA	NA	0.03905155975417072	0.206189700746016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Bacteroides_thetaiotaomicron	0.1354087931786339	0.23426748665132946	0.1138426982309858	-0.06554440831505975	0.6106275905873964	0.1287259698490752	-0.10124875881349048	0.7118829589013285	0.27414289996223895	-0.2426212079841893	0.035594873427612896	0.11532018873899183	-0.15166365969270162	0.4967906642378949	0.14234161075790486	-0.09445755712955943	0.5607867733443694	0.1337077708458463	-0.06164908359472319	0.5011883837657518	0.09165499702548693	-0.24129287776467756;0.1179947105752312	0.008400638479742019	-0.672621085542997	0.06383348721882091	0.07527118453639631	0.6158218970738759	0.752843501713226	0.43963728716693307	0.1138426982309858	0.9592235912561108	0.1287259698490752	0.9166074699579196	0.27414289996223895	0.09421381407140217	0.11532018873899183	0.8041099120254059	0.14234161075790486	0.8332213347652572	0.1337077708458463	0.1660495251367627	0.1478083652432043	0.11472926059720245	0.1261188439164393	0.4141747072843531	0.15400438034638395	0.2478986861638144	0.3674992927928488	0.2530050266153211	0.04105012230485696	0.8394228684591731	0.20207261455647532	0.3315891970984118	0.11472926059720245	0.7207708535038062	0.15400438034638395	0.8042375827785531	0.2530050266153211	0.9229256668922846	0.20207261455647532	0.16895108919528434	0.19693988893812747	0.13070051853717382	-0.9601595489458896	1.2896308381801925e-08	0.16857047659524696	0.2429687695426507	0.13070051853717382	2.88017553860243e-07	0.16857047659524696
s__Megamonas_hypermegale	-0.011757203589703773	0.8335917224408924	0.055960751761776166	0.18104278978111046	0.2206025777090184	0.14779879246616287	NA	NA	NA	-0.2421445462496912	0.03595579854966889	0.11531853545751665	NA	NA	NA	NA	NA	NA	-0.06096255516817821	0.40261692982289876	0.0728383655612196	-0.20372575166816864;0.08180064133181221	0.0053054274976298615	-0.8369566601125894	0.012824148367448648	0.014821772501300448	0.522497251624099	0.4727003621515351	0.9101049723267716	0.055960751761776166	0.8146191971379356	0.14779879246616287	NA	NA	0.09421381407140217	0.11531853545751665	NA	NA	NA	NA	NA	NA	NA	0.11129137890124044	0.4710765200475295	0.15397056105715085	-0.15514485009140866	0.5719545503942352	0.25241770768398125	NA	NA	NA	NA	NA	0.7217738999343746	0.15397056105715085	0.8419715086173223	0.25241770768398125	NA	NA	-0.25829417656909953	0.04907638459389994	0.13101085543997668	NA	NA	NA	0.07213240420177239	0.13101085543997668	NA	NA
s__Blautia_hansenii	NA	NA	NA	0.0949265823386774	0.3251292934284886	0.09647285179506086	NA	NA	NA	0.07069707995003326	0.5389260256435648	0.11493413159542215	NA	NA	NA	NA	NA	NA	0.05919106063386799	0.33416231509588235	0.06128936692418687	-0.06093609853753827;0.17931821980527424	0.0037563864979676116	0.9657639424973271	0.0	0.0	0.4622245196835259	0.0	NA	NA	0.957770407125722	0.09647285179506086	NA	NA	0.6626918360588863	0.11493413159542215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.20479203525108525	0.31331555651625465	0.20258026765945286	NA	NA	NA	NA	NA	NA	0.4874240541439492	0.20258026765945286	-0.08150164594129364	0.5330809465198796	0.13052212060388968	NA	NA	NA	0.5585872119036058	0.13052212060388968	NA	NA
s__Collinsella_stercoris	-0.014640561332851512	0.9030537911952674	0.1201971389183146	0.1890828314857841	0.04072607580557275	0.09240194059816677	0.3953260731552304	0.0002959465416652041	0.10924163155197038	0.0955207213416089	0.4065574168575873	0.11496374885421995	0.1789628518458093	0.4227386188039679	0.14242165504928442	-0.16437717964044818	0.3117985139334011	0.13385875420270132	0.05899610456162487	0.3895458920511612	0.06856494746518982	-0.07539119247014717;0.19338340159339693	0.00470115202090424	0.8604411837634235	0.03114093659411285	0.0337421898080739	0.511657622283163	0.6198009586271463	0.9448618370839372	0.1201971389183146	0.4863155375126045	0.09240194059816677	0.0053001335189132	0.10924163155197038	0.5346600025348471	0.11496374885421995	0.7845782390229405	0.14242165504928442	0.687790839558973	0.13385875420270132	0.16582819275919444	0.5210232094709522	0.2583923565868458	-0.21274784871383756	0.16916359368915987	0.15428611845990536	-0.30902223839533216	0.2621909634657571	0.25353864423335004	0.5207918607232147	0.011480600907719136	0.2054478628091652	0.6747518007399095	0.2583923565868458	0.5074907810674797	0.15428611845990536	0.7812631768509739	0.25353864423335004	0.06294988664237257	0.2054478628091652	-0.1590834514939196	0.2242875912725592	0.130674168147026	-0.05720093014913955	0.7206981498314886	0.15965645110836774	0.2655080134523809	0.130674168147026	0.8184199328594871	0.15965645110836774
s__Akkermansia_muciniphila	0.128402192231096	0.021923413211517584	0.056029424256852235	0.10896408313555607	0.3443232258030602	0.11522571860163612	-0.3219485355125125	0.2541977776388342	0.2823583614530154	0.3567415476311168	0.002091535964464938	0.11580854378095227	-0.1403679574231795	0.5293557778935962	0.142312345473779	0.06654951471622826	0.6818839905069911	0.13367025732471996	0.05758357424287355	0.35856074557029194	0.06271961987978938	-0.06534688072151364;0.18051402920726073	0.003933750717865272	0.9181110209730263	0.01990970624096492	0.0248091147240576	0.4843715334896926	0.5395902434648865	0.08171514696776153	0.056029424256852235	0.957770407125722	0.11522571860163612	0.5755972666074752	0.2823583614530154	0.009854352140267496	0.11580854378095227	0.8264024660327414	0.142312345473779	0.8650037331863694	0.13367025732471996	-0.059167634534054984	0.7063417293910006	0.15703755947454048	0.4727054041245534	0.0025169094042608807	0.15598534773487152	-0.011438505266639271	0.9667173317955938	0.2520408937539496	0.07372810346964061	0.7159707222122115	0.20211996890319095	0.8099749637868859	0.15703755947454048	0.08108603066657713	0.15598534773487152	0.9882440977233242	0.2520408937539496	0.8332650161070181	0.20211996890319095	-0.08608008402883931	0.5103499559231003	0.1305283743075549	-0.2460965797004009	0.12537563968528667	0.16022688399267626	0.5399354606142945	0.1305283743075549	0.2301415851757317	0.16022688399267626
s__Roseburia_sp_CAG_471	-0.15402277663231154	0.006019962826663949	0.05607573528399647	-0.12266653649009762	0.18361525259347844	0.09225089094197532	0.2393367295826063	0.02745551746104957	0.10854373267509873	-0.07562766468628691	0.511013585503731	0.1149393108136185	0.15588698270981702	0.4848971841548743	0.142353132505276	0.1700450351261858	0.29544736289053003	0.1338745576086902	-0.05312776769778512	0.44925340554322446	0.07021349970186201	-0.19074622711343467;0.08449069171786441	0.004929935540383377	-0.7566602992782627	0.02502254005387718	0.03687882221743247	0.5662344835924535	0.6237885784854652	0.03388722512866385	0.05607573528399647	0.8086884529117029	0.09225089094197532	0.14618207945477746	0.10854373267509873	0.6323147901435054	0.1149393108136185	0.8041099120254059	0.142353132505276	0.6714712792966591	0.1338745576086902	0.37210698863087227	0.29551171870783	0.35570649476239896	-0.42887844433495104	0.005999410517480912	0.15561014167883086	-0.6402811030236406	0.022379356930713863	0.2584160170022143	0.0531559621452036	0.7930366799739605	0.20208701428855905	0.4864175192889945	0.35570649476239896	0.1219880138554452	0.15561014167883086	0.3163767692895551	0.2584160170022143	0.890575950772897	0.20208701428855905	-0.013992510663202177	0.9147445945221172	0.13046956361488193	-0.18552463317683987	0.24715277514961684	0.15996682799118053	0.9231754202780816	0.13046956361488193	0.3850985101168449	0.15996682799118053
s__Phascolarctobacterium_faecium	0.10695555802561003	0.3144752700119666	0.1063307689339319	-0.11893203171405628	0.19770885508612254	0.092330891628483	0.08678697127671621	0.42278665589093106	0.10826771152005524	-0.0027337401117576506	0.9810386181936771	0.11489829897353784	0.2727146852036036	0.22234390765042467	0.1427965916305061	0.2635831937825843	0.10545651939329057	0.13421228794985945	0.052818032378191555	0.521417703265433	0.0823786598529428	-0.10864414093357636;0.21428020568995945	0.0067862435991668515	0.6411615881161332	0.05490435951043194	0.054995414322956154	0.6265176439788214	0.7699025368385974	0.5596174096275942	0.1063307689339319	0.8146191971379356	0.092330891628483	0.7493288514957743	0.10826771152005524	0.9810386181936771	0.11489829897353784	0.6773378882298933	0.1427965916305061	0.4394021641387107	0.13421228794985945	0.3798492284531975	0.0010130890929116454	0.1155657669325634	0.07338840415198704	0.6344456502425512	0.15390328920539215	0.1849019308202369	0.5008250294902521	0.2525768139400716	0.018218186940162518	0.9283376643637042	0.2020555270128827	0.011777160705097876	0.1155657669325634	0.8407961962376781	0.15390328920539215	0.8419715086173223	0.2525768139400716	0.9759522312281378	0.2020555270128827	-0.6327272616655288	2.308412638255047e-06	0.13369261928418774	NA	NA	NA	1.1234274839507897e-05	0.13369261928418774	NA	NA
s__Eubacterium_sp_OM08_24	NA	NA	NA	-0.012939321354275843	0.8883694732926062	0.0921816125965272	-0.2462465873956943	0.023383715172707653	0.1086171195457758	0.06037949150511465	0.5997144598318593	0.11492442248570725	0.2153128937581774	0.3349675048066634	0.14254866338023284	-0.003372291818002489	0.9834254127920812	0.13363336741909046	-0.050179752680759485	0.5552279092576557	0.08505844038650877	-0.21689429583831665;0.1165347904767977	0.007234938280985265	-0.5899444247124775	0.034257978614955005	0.046279739099155046	0.6470889715075927	0.6797049368899089	NA	NA	0.9918058821823116	0.0921816125965272	0.1316169111149545	0.1086171195457758	0.706394435859642	0.11492442248570725	0.7804397534670714	0.14254866338023284	0.9973270169919368	0.13363336741909046	0.2965153388871456	0.01002632677143045	0.11515516457174092	NA	NA	NA	-0.5828016483746145	0.03692386266226305	0.25733365021753035	NA	NA	NA	0.0601579606285827	0.11515516457174092	NA	NA	0.3163767692895551	0.25733365021753035	NA	NA	-0.07992669162595457	0.5410177347681837	0.13052004829318795	-0.3749124704525046	0.02017212100848807	0.16101999471674128	0.5642042091153916	0.13052004829318795	0.060068093669720025	0.16101999471674128
s__Veillonella_rogosae	NA	NA	NA	0.12204611203076768	0.4080605960905608	0.14752137489507794	NA	NA	NA	-0.1043348479393092	0.3646971932235504	0.11497639090567682	NA	NA	NA	NA	NA	NA	0.04992256112438328	0.7654864032814703	0.16736586128769068	-0.27811452699949046;0.377959649248257	0.028011331524570516	0.29828401527220505	0.0908463962177642	0.09308900913799192	0.8224528332931146	0.8308787591302648	NA	NA	0.9592235912561108	0.14752137489507794	NA	NA	0.4991665493841891	0.11497639090567682	NA	NA	NA	NA	NA	NA	NA	-0.3057797532441086	0.04882280565710804	0.15474797906965207	NA	NA	NA	NA	NA	NA	NA	NA	0.2978191145083591	0.15474797906965207	NA	NA	NA	NA	0.4770764717121729	0.0003194511968140594	0.1323108740530688	NA	NA	NA	0.0007604327402421634	0.1323108740530688	NA	NA
s__Bacteroides_faecis	-0.03935435139551083	0.4820897751801594	0.05598493321148596	NA	NA	NA	0.1243832791423643	0.2928966830793729	0.11825885288053856	NA	NA	NA	0.03604378054481603	0.8716294207941189	0.1421489589973272	0.0645156397607491	0.6910938474633941	0.13366803150724044	-0.04926688541810807	0.2681015842591239	0.04448698214245193	-0.13646137041731385;0.037927599581097704	0.0019790915801428366	-1.10744498829681	0.001365290303454533	0.0018231494013560892	0.3991564025789381	0.08380591946804308	0.7121064652987975	0.05598493321148596	NA	NA	0.6340730391938072	0.11825885288053856	NA	NA	0.9562536364051984	0.1421489589973272	0.8650037331863694	0.13366803150724044	-0.156652188263561	0.17205990769597213	0.1147118437217639	-0.2255514028114189	0.1450822857946122	0.15433991845565256	-0.1888699913840348	0.4917162974080352	0.2526001263075375	-0.3286069161239695	0.10715149975127793	0.2034103906188362	0.3678522164534577	0.1147118437217639	0.4672260759988615	0.15433991845565256	0.8419715086173223	0.2526001263075375	0.2848331006046628	0.2034103906188362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
s__Butyrivibrio_sp_CAG_318	NA	NA	NA	NA	NA	NA	-0.008911407643129726	0.934365438620353	0.1082089291637938	NA	NA	NA	-0.07155500980332165	0.7483929486677858	0.14218289607445342	-0.1413936992787012	0.3841396290678404	0.13380014450934433	-0.04895283311506649	0.3735112806100518	0.055008408302862834	-0.15676931338867764;0.05886364715854466	0.003025924984014469	-0.88991546247883	0.0	0.0	0.4960089471876961	0.0	NA	NA	NA	NA	0.9950404923863144	0.1082089291637938	NA	NA	0.9345528935089348	0.14218289607445342	0.7270258472028288	0.13380014450934433	-0.07309123484500077	0.5235038777850645	0.11457139452527852	NA	NA	NA	NA	NA	NA	-0.15894293215820918	0.4333996722351325	0.2023701088712662	0.6747518007399095	0.11457139452527852	NA	NA	NA	NA	0.5855774402050394	0.2023701088712662	NA	NA	NA	0.13971427698911645	0.3830134640457049	0.15981843510275234	NA	NA	0.5231549723282577	0.15981843510275234
s__Slackia_isoflavoniconvertens	0.056931095255157035	0.439878230820586	0.07370686111490493	-0.03565180663655392	0.6990694209387698	0.09222434532683277	0.3165328528004556	0.0036343568713905756	0.10883892238472216	-0.12163765803853276	0.2907328234016914	0.1150044463659538	-0.07649096686866001	0.7316894751596424	0.14218938551980093	-0.04099749956305704	0.8006215599523818	0.1336473098323237	0.04709367820008094	0.3382294435299109	0.04917529317579278	-0.0492898964244729;0.14347725282463478	0.0024182094589251715	0.9576694953648687	0.007243350104884618	0.007546969569801847	0.4650654848536275	0.3527459387423649	0.6738951212612518	0.07370686111490493	0.9592235912561108	0.09222434532683277	0.032544013802906516	0.10883892238472216	0.4239853674607999	0.1150044463659538	0.9342475784524248	0.14218938551980093	0.9285559329344636	0.1336473098323237	0.03347833012169557	0.7700636953945931	0.11453744245006532	NA	NA	NA	NA	NA	NA	0.061848524734163586	0.760172068537399	0.2020996358797823	0.8628424538758692	0.11453744245006532	NA	NA	NA	NA	0.8675876869176837	0.2020996358797823	NA	NA	NA	0.27658578528896466	0.08529825654753699	0.16038519439237828	NA	NA	0.16328523396242794	0.16038519439237828
s__Desulfovibrio_piger	0.06800325773565287	0.3481963776318928	0.07249091902994145	0.0638195677654582	0.4889734512429254	0.09223247524625558	-0.2343721591808709	0.03083328589201506	0.108544944459512	-0.2966452280668114	0.01032331377659623	0.1155284458235619	-0.3273937890017012	0.14325925022500852	0.14308645251181187	-0.10425591311361368	0.5209002941479098	0.133724022841764	-0.04633977817638374	0.5305867096898895	0.07389410231510864	-0.19117221871399667;0.0984926623612292	0.005460338356955744	-0.6271106451604995	0.03307267125882278	0.03776745295018266	0.6265176439788214	0.7069939926175416	0.587256577200058	0.07249091902994145	0.9592235912561108	0.09223247524625558	0.14634767413851804	0.108544944459512	0.03512794271202884	0.1155284458235619	0.5222030734008375	0.14308645251181187	0.8332213347652572	0.133724022841764	0.25255059233803073	0.02807347409387906	0.11499130771616815	NA	NA	NA	-0.061402016722425484	0.8228055761658696	0.25209821564968976	NA	NA	NA	0.11292200205974776	0.11499130771616815	NA	NA	0.926751093937223	0.25209821564968976	NA	NA	-0.20532375912501766	0.11717045368686155	0.1308112809325518	0.38075647712132	0.018339289213849745	0.1610636642908458	0.1555171476207435	0.1308112809325518	0.057150343131531764	0.1610636642908458
s__Eubacterium_sp_CAG_251	-0.2145325041858408	0.0016744362560479065	0.0682655145629754	0.03544531840545038	0.7007581061097861	0.09223410639018034	0.1652141673518034	0.12727441698446065	0.10834152214223193	0.06772394256112371	0.5561207542415292	0.11493117711984245	-0.24992950901698235	0.2632664075982204	0.1426912505515303	0.10059898717507104	0.5356129913750711	0.13371777007157448	-0.04315926129215268	0.41089971863282604	0.05248530412611753	-0.14603045737934303;0.05971193479503767	0.00275470714921105	-0.822311350019899	0.015744605576641417	0.013763388652237325	0.5302672346602392	0.4939456526775105	0.01423522805255671	0.0682655145629754	0.9592235912561108	0.09223410639018034	0.4044041959022378	0.10834152214223193	0.667890121515562	0.11493117711984245	0.7129958247666656	0.1426912505515303	0.8332213347652572	0.13371777007157448	-0.036973301262902485	0.8928292483931557	0.27443519154286705	0.027500526350857576	0.8585448537382627	0.1538587810157057	-0.11962689778213438	0.6628163733664931	0.25226415860071144	-0.5194339578403283	0.01169069323358348	0.205430319289691	0.9553411959627821	0.27443519154286705	0.9224640316499912	0.1538587810157057	0.8760864839144252	0.25226415860071144	0.06294988664237257	0.205430319289691	-0.09576918199005004	0.4639806074927768	0.13054273428936847	0.1240554429255592	0.4384638760075239	0.15977727383057355	0.5005505075907296	0.13054273428936847	0.5833487547887968	0.15977727383057355
s__Bifidobacterium_longum	-0.16994818245891824	0.00243486930513237	0.056064082412060984	-0.050413085660351166	0.5846787240303084	0.09223648390163558	0.06662189568164305	0.8769597261095374	0.4303060761671785	0.10187000333875283	0.3761215389585035	0.11497274342122768	0.21047596813775127	0.3459126904737521	0.14253041916394554	-0.09010478168795888	0.5789713593858496	0.13370106470276782	0.043105150370908105	0.4824268101421787	0.06136796904532926	-0.07717606895793724;0.16338636969975345	0.0037660276247484903	0.7024047078870839	0.023748379865905823	0.017558165524963427	0.5979732857068408	0.5852828912183327	0.018342682098663854	0.056064082412060984	0.9592235912561108	0.09223648390163558	0.9950404923863144	0.4303060761671785	0.5091147903029468	0.11497274342122768	0.7845782390229405	0.14253041916394554	0.8368547498312012	0.13370106470276782	0.07074188825986423	0.8722356199205852	0.43988395791508256	0.4418801880513963	0.004667180480893835	0.15571773737760214	0.33880604597637265	0.21945725226018228	0.253840606274621	-0.20788095339951784	0.3061119847458129	0.2025963223361066	0.9432315424722608	0.43988395791508256	0.1219880138554452	0.15571773737760214	0.7364010020286116	0.253840606274621	0.4833347127565466	0.2025963223361066	0.1192840493142863	0.3618610405354849	0.130583939778312	NA	NA	NA	0.4063977839860061	0.130583939778312	NA	NA
s__Eubacterium_sp_CAG_180	0.05403948255351408	0.33413060197670785	0.05595149584906645	0.06802811650354908	0.4605826251259209	0.09219303433102366	0.09953648441117413	0.3577455873568598	0.10823073221658548	0.19814686547632107	0.0857221829579808	0.11517984744600245	0.18765921014102446	0.4005910360402125	0.14244991905836066	-0.18364274626455532	0.2586123439914993	0.13391464723632518	0.042359717124717686	0.5525284617877579	0.0713155897563617	-0.09741883879775122;0.1821382730471866	0.005085913342297681	0.5939755566690661	0.02935587671866855	0.042313984713263204	0.6470889715075927	0.6815526014492905	0.5808732003595075	0.05595149584906645	0.9592235912561108	0.09219303433102366	0.6983231117813404	0.10823073221658548	0.1887724942169048	0.11517984744600245	0.7845782390229405	0.14244991905836066	0.6256750257858854	0.13391464723632518	-0.3076765419562877	0.00757227417460804	0.11521009523774987	0.556823091137175	0.00039955958809693423	0.15680454127980656	0.29071635015622466	0.2912172555867666	0.25336666702682725	-0.2305282355662661	0.25671465462401044	0.20272132915006216	0.05175961662097772	0.11521009523774987	0.07311940462173896	0.15680454127980656	0.7812631768509739	0.25336666702682725	0.4530258611011949	0.20272132915006216	-0.2594293379474505	0.048097780742823615	0.1310156277441136	0.13925496362383072	0.3845755910243193	0.1598171583240286	0.07117171609917818	0.1310156277441136	0.5231549723282577	0.1598171583240286
s__Megamonas_funiformis	0.025813328859999717	0.6448612603253778	0.05600481493659479	0.2079418187607648	0.024564385531697264	0.09249319069441067	NA	NA	NA	-0.10961088935046152	0.3409849812659617	0.1149844910857467	NA	NA	NA	NA	NA	NA	0.04183238891545312	0.4245408439714584	0.05238424209131318	-0.06084072558352071;0.14450550341442694	0.002744108819481307	0.7985681809146599	0.004443939021883905	0.004369731786973357	0.5448274164300383	0.2748205468531265	0.82111615100698	0.05600481493659479	0.4763737169983742	0.09249319069441067	NA	NA	0.474666593239549	0.1149844910857467	NA	NA	NA	NA	NA	NA	NA	0.12311129300546247	0.4253729627235577	0.15399717965560694	0.17439799074425094	0.5253732177539379	0.2525174829186256	NA	NA	NA	NA	NA	0.7207708535038062	0.15399717965560694	0.8419715086173223	0.2525174829186256	NA	NA	-0.10697884766370706	0.4134108599348279	0.1305612548274114	NA	NA	NA	0.4549596900790317	0.1305612548274114	NA	NA
s__Collinsella_aerofaciens	0.05141101663547554	0.5337093984205892	0.08260740918417354	-0.053263007564167145	0.5637037481828995	0.0922544450066712	0.39882337299691134	0.0002608957203895645	0.10922717023522888	0.11197436933180203	0.3306920202837569	0.11498824905514107	-0.11597060072026535	0.6032386459683845	0.1422568451274307	-0.1851571647073872	0.25471745028643383	0.13391930213564796	0.04036982808250451	0.6240973181459282	0.0823787131790688	-0.12109244974847033;0.20183210591347933	0.006786252385039283	0.49005169569414786	0.03791013617512125	0.05600506416756911	0.699837283940337	0.6829622562673314	0.7354775856283728	0.08260740918417354	0.9592235912561108	0.0922544450066712	0.005139645691674422	0.10922717023522888	0.4629688283972596	0.11498824905514107	0.8608440640734604	0.1422568451274307	0.6229502860266044	0.13391930213564796	-0.483926187069643	0.3294087371970831	0.4961790753505746	0.19253025473049465	0.21317444469567792	0.15420753160375433	0.5818717061665124	0.03721515438936145	0.25731693959777946	-0.4747573868688716	0.020846397727962825	0.2048778946207733	0.5192375010055716	0.4961790753505746	0.5204491586060964	0.15420753160375433	0.3163767692895551	0.25731693959777946	0.09314347921004666	0.2048778946207733	-0.16382147709407727	0.21083313778542734	0.13068662331084474	0.32792376520365485	0.04173448786360502	0.16069304246679758	0.25509644848071045	0.13068662331084474	0.09186002110808196	0.16069304246679758
s__Turicimonas_muris	-0.19479555955781735	0.005305822420058837	0.06987290700316774	-0.021902704671219263	0.8123018667875503	0.09223841038075993	0.2085261975373961	0.4447432706915406	0.2728657435621272	-0.2810468493304305	0.015044538572228988	0.11546407119042795	0.060445135559810986	0.7864162461119975	0.1421698718176308	0.19902746092923934	0.2209493535691456	0.13396370589810935	-0.03929927117516463	0.5210554149001143	0.06124058811942892	-0.1593308238892453;0.08073228153891604	0.0037504096332135386	-0.6417193626312795	0.023237325248018248	0.02115324074436334	0.6265176439788214	0.5919524716458247	0.031555680708770975	0.06987290700316774	0.9719450082371268	0.09223841038075993	0.7753488878427743	0.2728657435621272	0.047255281412770536	0.11546407119042795	0.9489403543333698	0.1421698718176308	0.5714207419891696	0.13396370589810935	0.266442533216661	0.02061964796197824	0.1151000673613085	-0.1570503317787579	0.3094996533780897	0.1540884963563483	0.18927330937216968	0.4907956074967239	0.2526025233918813	-0.22080717416576331	0.2771840149973786	0.20266609899248605	0.09718414575327657	0.1151000673613085	0.6156351800890262	0.1540884963563483	0.8419715086173223	0.2526025233918813	0.4583357728303111	0.20266609899248605	-0.22077282688564975	0.09219104197891646	0.13086480684732646	NA	NA	NA	0.12480085833737778	0.13086480684732646	NA	NA
s__Bacteroides_salyersiae	0.12883482625041298	0.03548602337158924	0.061269148282589565	0.14294660722737798	0.13023795712331498	0.09446866895601756	0.007546639402674162	0.9443794780213192	0.10816989355502696	-0.1254853879378609	0.2757702161936611	0.11501126813676316	0.1718519653676311	0.4413742026193129	0.14239953652065104	-0.19977016301699368	0.21923695867218496	0.13396617355786514	-0.03661602529685443	0.5315907282244545	0.05853136160343068	-0.15133749403957855;0.0781054434458697	0.0034259202911515593	-0.6255795917569816	0.020430845762026452	0.019710708284178834	0.6265176439788214	0.5852857973502585	0.1129555110137911	0.061269148282589565	0.8086884529117029	0.09446866895601756	0.9950404923863144	0.10816989355502696	0.4045730716613592	0.11501126813676316	0.7903952768224702	0.14239953652065104	0.5714207419891696	0.13396617355786514	-0.23895029156934355	0.13411264419326366	0.15950443271994535	-0.349133573618735	0.024737110326429813	0.15501917886925756	0.12480006723690895	0.6492163119689932	0.2522840583716009	0.15874051030765665	0.4339837007986068	0.20236929807835172	0.3131906655716528	0.15950443271994535	0.2382574310387713	0.15501917886925756	0.8760864839144252	0.2522840583716009	0.5855774402050394	0.20236929807835172	-0.2742529708469379	0.03676119050531058	0.1310798515046656	NA	NA	NA	0.057505005147592984	0.1310798515046656	NA	NA
s__Blautia_wexlerae	-0.13410435504615625	0.11141982744873437	0.08424467472298264	0.4566086359697348	0.13574757321621367	0.3060758510594622	-0.01871958764368744	0.9530247549974108	0.3177723888511297	-0.0681611358642255	0.5535755268768359	0.1149316036143274	0.22312714222969396	0.31776559334879856	0.1425790082244686	0.05592300072888273	0.7304990453701712	0.1336593900273583	-0.03621068908583744	0.6137531399634812	0.07174363380408386	-0.1768282113418418;0.10440683317016691	0.005147148991414483	-0.5047233763586731	0.02251976190157539	0.03093243214248752	0.6915950016173862	0.4849244388102232	0.285599168361986	0.08424467472298264	0.8086884529117029	0.3060758510594622	0.9950404923863144	0.3177723888511297	0.667890121515562	0.1149316036143274	0.7639896180513668	0.1425790082244686	0.8884447849096677	0.1336593900273583	0.31165408843695874	0.2801620242259044	0.2885805074372295	-0.24620325245157815	0.11193328651516253	0.15443327592951198	-0.3388990441988751	0.21933235747321655	0.2538415920282676	0.3546873078438568	0.08237783525503893	0.2036338063537431	0.4809726677718869	0.2885805074372295	0.4277861958078301	0.15443327592951198	0.7364010020286116	0.2538415920282676	0.22762296583629185	0.2036338063537431	-0.21547301315622835	0.1002245896742232	0.13084600986921682	-0.3453861959735871	0.032112253788739775	0.16080951959849704	0.1338364947478956	0.13084600986921682	0.07968596310539129	0.16080951959849704
s__Methanobrevibacter_smithii	0.18752576677476954	0.043867777005653474	0.09304864068363412	-0.08751974514190039	0.5094144347133107	0.1326559731103156	-0.06467251477678478	0.8309714067565612	0.3029783855193366	0.06864289916214576	0.5507774825414387	0.11493207676457085	-0.3520885468840194	0.11560429235063915	0.14323445081867198	-0.3356531472355337	0.03960532071605319	0.13457095329676375	-0.03491033574275849	0.6915995668623216	0.08800512335011479	-0.20740037750898346;0.1375797060234665	0.007744901735868918	-0.3966852657415536	0.041546985464929374	0.04143639021646198	0.7655917906335928	0.6552056701834886	0.1339745622064552	0.09304864068363412	0.9592235912561108	0.1326559731103156	0.9573179364388452	0.3029783855193366	0.667890121515562	0.11493207676457085	0.4623268300504368	0.14323445081867198	0.3217233405362489	0.13457095329676375	-0.3578276343572881	0.2844462013704707	0.3342981713312806	NA	NA	NA	NA	NA	NA	0.45144801715228206	0.027790844809960344	0.20460884557105968	0.4809726677718869	0.3342981713312806	NA	NA	NA	NA	0.11008993426102492	0.20460884557105968	NA	NA	NA	0.046663999336616614	0.7705261016931204	0.1596455345231752	NA	NA	0.8569610011465979	0.1596455345231752
